name,date,annee,mois,developer,genres,price,owners,owners_min,nb_avis,ratio_pos,petit_studio,fetes,succes_com,succes_critique,periode_etude,appid,free
Spheritis,2015-06-04,2015,6,Bluestrike,Casual;Indie;Racing,4.55,0-20000,0,6,0.667,True,False,False,False,True,314050,False
Super Mega Baseball: Extra Innings,2015-08-21,2015,8,Metalhead Software Inc.,Indie;Simulation;Sports,17.66,50000-100000,50000,714,0.891,True,False,True,True,True,314070,False
Frayed Knights: The Skull of S'makh-Daon,2014-07-24,2014,7,Rampant Games,Indie;RPG,10.25,0-20000,0,27,0.704,True,False,False,False,True,314120,False
Deathsmiles,2016-03-10,2016,3,"CAVE Interactive CO.,LTD.",Action;Indie,17.09,20000-50000,20000,283,0.975,True,False,False,True,True,314180,False
Bionic Heart,2014-08-13,2014,8,Winter Wolves,Adventure;Indie,7.97,0-20000,0,107,0.748,True,False,False,False,True,314200,False
Tesla Breaks the World!,2014-11-26,2014,11,Archetype Global,Adventure;Indie,7.97,0-20000,0,44,0.136,True,True,False,False,True,314210,False
Bombing Bastards,2014-12-04,2014,12,Sanuk Games,Action;Indie,7.97,0-20000,0,112,0.616,True,True,False,False,True,314220,False
Rodina,2014-07-28,2014,7,Elliptic Games,Action;Indie;Early Access,12.98,20000-50000,20000,1187,0.936,True,False,False,True,True,314230,False
RPG Tycoon,2016-02-12,2016,2,Skatanic Studios,Adventure;Indie;RPG;Simulation;Strategy,7.97,20000-50000,20000,460,0.58,True,False,False,False,True,314240,False
Jet Gunner,2014-08-04,2014,8,Sinclair Strange,Action;Adventure;Indie,0.9,100000-200000,100000,601,0.772,True,False,True,False,True,314250,False
The Forgotten Ones,2014-07-17,2014,7,Bernt Andreas Eide,Action;Adventure;Free to Play;Indie,0.0,500000-1000000,500000,1504,0.6,True,False,True,False,True,314280,True
Obludia,2014-07-18,2014,7,FobTi interactive,Action;Indie,4.55,20000-50000,20000,65,0.492,True,False,False,False,True,314290,False
CubeZ,2014-12-01,2014,12,Imaekgames [Imaek Limited],Action;Adventure;Casual;Indie;Early Access,6.37,0-20000,0,48,0.292,True,True,False,False,True,314300,False
GamersGoMakers,2014-08-08,2014,8,gnifrebel Games UG,Casual;Indie;Simulation;Strategy,7.06,0-20000,0,381,0.793,True,False,False,False,True,314320,False
DROD: Gunthro and the Epic Blunder,2016-09-23,2016,9,Caravel Games,Adventure;Indie;Strategy,7.97,0-20000,0,60,0.9,True,False,False,True,True,314330,False
Chess 2: The Sequel,2014-08-19,2014,8,Ludeme Games;Sirlin Games,Indie;Sports;Strategy,5.46,0-20000,0,96,0.521,True,False,False,False,True,314340,False
Abatron,2017-03-10,2017,3,W3 Studios,Action;Indie;Strategy;Early Access,17.09,0-20000,0,11,1.0,True,False,False,False,True,314350,False
Aritana and the Harpy's Feather,2014-08-15,2014,8,Duaik Entretenimento,Adventure;Indie,7.97,0-20000,0,94,0.904,True,False,False,True,True,314360,False
boxlife,2016-01-14,2016,1,tequibo,Indie,1.93,0-20000,0,112,0.768,True,False,False,False,True,314370,False
Lantern Forge,2014-07-18,2014,7,Hearthfire Studios,Adventure;Indie;RPG,7.97,0-20000,0,266,0.549,True,False,False,False,True,314380,False
Rampage Knights,2015-09-04,2015,9,Rake in Grass,Action;Adventure;Indie;RPG,10.25,200000-500000,200000,2490,0.924,True,False,True,True,True,314410,False
Jamsouls,2014-08-21,2014,8,Chromatic Dream,Action;Indie,3.18,0-20000,0,62,0.5,True,False,False,False,True,314460,False
Heroes of a Broken Land,2014-08-07,2014,8,Winged Pixel Inc.,Indie;RPG,12.53,0-20000,0,144,0.847,True,False,False,True,True,314470,False
Aware,2015-03-18,2015,3,Guilherme Nunes Barbosa;Lennie Svensson;Morgan Andersson,Action;Adventure;Indie;Early Access,11.39,0-20000,0,23,0.478,True,False,False,False,True,314530,False
Kyn,2015-07-28,2015,7,Tangrin Entertainment,Action;Adventure;Indie;RPG,17.09,0-20000,0,117,0.641,True,False,False,False,True,314560,False
The Sun at Night,2014-08-01,2014,8,Minicore Studios,Action;Adventure;Indie,4.55,0-20000,0,41,0.488,True,False,False,False,True,314570,False
room13,2017-01-13,2017,1,The Paper Robot,Action;Casual;Indie,6.37,20000-50000,20000,69,0.797,True,False,False,False,True,314590,False
The Thin Silence,2018-04-27,2018,4,TwoPM Studios,Violent;Adventure;Casual;Indie,8.2,0-20000,0,19,0.895,True,False,False,False,False,314630,False
Oddworld: New 'n' Tasty,2015-02-25,2015,2,"Just Add Water (Developments), Ltd.",Action;Adventure;Indie,17.09,200000-500000,200000,2304,0.877,True,False,True,True,True,314660,False
Direct Hit: Missile War,2014-08-07,2014,8,Polynetix Studio;WIWD Development,Indie;Strategy,7.97,0-20000,0,21,0.429,True,False,False,False,True,314760,False
Pe-2: Dive Bomber,2014-08-06,2014,8,Polynetix Studio,Indie;Simulation,7.97,0-20000,0,12,0.667,True,False,False,False,True,314770,False
Silence,2016-11-15,2016,11,Daedalic Entertainment,Adventure;Indie,19.37,100000-200000,100000,1217,0.858,True,True,True,True,True,314790,False
Randal's Monday,2014-11-12,2014,11,Nexus Game Studios,Adventure;Indie,17.09,100000-200000,100000,836,0.762,True,True,True,False,True,314810,False
Blackguards 2,2015-01-20,2015,1,Daedalic Entertainment,Adventure;Indie;RPG;Strategy,13.1,200000-500000,200000,737,0.665,True,False,True,False,True,314830,False
Spectre,2016-10-03,2016,10,Proscenium,Indie;Simulation;Strategy,4.55,0-20000,0,37,0.297,True,False,False,False,True,314950,False
Age of Conquest IV,2016-04-05,2016,4,Noble Master LLC,Free to Play;Indie;Strategy,0.0,200000-500000,200000,1563,0.786,True,False,True,False,True,314970,True
Supreme Ruler Ultimate,2014-10-17,2014,10,BattleGoat Studios,Indie;Simulation;Strategy,17.09,20000-50000,20000,603,0.725,True,False,False,False,True,314980,False
Bloop Reloaded,2015-02-06,2015,2,2SD,Casual;Indie;Simulation,7.97,100000-200000,100000,312,0.657,True,False,True,False,True,315060,False
Blob From Space,2014-10-15,2014,10,JosPlays,Casual;Indie;Early Access,5.69,20000-50000,20000,120,0.208,True,False,False,False,True,315070,False
Foresight,2014-11-28,2014,11,Strides Interactive,Indie;Strategy,4.55,0-20000,0,43,0.837,True,True,False,False,True,315080,False
Woah Dave!,2014-10-30,2014,10,MiniVisions,Action;Indie,4.55,20000-50000,20000,100,0.77,True,False,False,False,True,315110,False
CO-OP : Decrypted,2015-08-17,2015,8,Pixelz Games,Adventure;Indie,7.97,0-20000,0,58,0.466,True,False,False,False,True,315130,False
Skilltree Saga,2014-12-04,2014,12,Silent Dreams,Action;Adventure;Casual;Indie;RPG,7.97,20000-50000,20000,149,0.322,True,True,False,False,True,315320,False
All Guns On Deck,2015-08-28,2015,8,DL Softworks,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access,11.39,100000-200000,100000,347,0.403,True,False,True,False,True,315330,False
A.R.E.S. Extinction Agenda EX,2014-10-03,2014,10,Extend Studio,Action;Indie,8.2,0-20000,0,169,0.775,True,False,False,False,True,315340,False
Polarity,2016-07-15,2016,7,Bluebutton Games,Action;Adventure;Indie;Strategy,11.73,500000-1000000,500000,4874,0.807,True,False,True,True,True,315430,False
Bliss,2014-12-08,2014,12,Oruji Productions,Adventure;Indie,4.55,0-20000,0,47,0.617,True,True,False,False,True,315450,False
Dig or Die,2018-07-10,2018,7,Gaddy Games,Action;Indie;RPG;Strategy,10.59,100000-200000,100000,3062,0.907,True,False,True,True,False,315460,False
The Escapist,2014-09-15,2014,9,Backstab Games,Action;Indie,4.55,0-20000,0,21,0.19,True,False,False,False,True,315480,False
The Joylancer: Legendary Motor Knight,2014-11-07,2014,11,alpha six productions,Action;Indie;Early Access,7.97,20000-50000,20000,117,0.53,True,True,False,False,True,315540,False
Taxi,2014-08-22,2014,8,Excalibur,Indie;Simulation,4.55,20000-50000,20000,296,0.5,True,False,False,False,True,315550,False
Spud's Quest,2014-07-31,2014,7,Mouldy Toof Studios,Action;Adventure;Indie,6.37,0-20000,0,28,0.786,True,False,False,False,True,315610,False
Deep Under the Sky,2014-08-22,2014,8,RichMakeGame;Colin Northway,Action;Casual;Indie,7.97,20000-50000,20000,52,0.673,True,False,False,False,True,315650,False
Spellcrafter,2015-05-04,2015,5,Jujubee S.A.,Adventure;Indie;RPG;Strategy,7.97,0-20000,0,55,0.345,True,False,False,False,True,315680,False
Daedalus - No Escape,2014-10-28,2014,10,Patrice Meneguzzi,Action;Indie,4.55,20000-50000,20000,116,0.845,True,False,False,True,True,315830,False
Catacomb Kids,2015-02-20,2015,2,FourbitFriday,Action;Indie;RPG;Early Access,14.12,0-20000,0,419,0.909,True,False,False,True,True,315840,False
Amazing Princess Sarah,2014-08-18,2014,8,Haruneko Entertainment,Action;Casual;Indie,4.55,0-20000,0,195,0.662,True,False,False,False,True,315850,False
Celestian Tales: Old North,2015-08-10,2015,8,Ekuator Games,Indie;RPG,11.73,20000-50000,20000,336,0.685,True,False,False,False,True,315860,False
Stonerid,2014-08-15,2014,8,Enitvare,Action;Indie,4.55,20000-50000,20000,173,0.682,True,False,False,False,True,315920,False
Bravada,2014-08-22,2014,8,Interbellum team,Indie;RPG;Strategy,7.97,50000-100000,50000,56,0.839,True,False,True,True,True,315930,False
Top Hat,2014-07-31,2014,7,N94Games,Action;Adventure;Indie,0.9,20000-50000,20000,62,0.629,True,False,False,False,True,315940,False
Hangeki,2014-08-11,2014,8,Pentavera,Action;Indie,7.97,0-20000,0,35,0.886,True,False,False,False,True,316020,False
Parcel,2015-04-22,2015,4,Polar Bunny Ltd,Adventure;Indie;Strategy,4.55,0-20000,0,120,0.883,True,False,False,True,True,316080,False
Appointment With FEAR,2014-08-26,2014,8,Tin Man Games,Adventure;Indie,4.55,0-20000,0,84,0.619,True,False,False,False,True,316140,False
A City Sleeps™,2014-10-16,2014,10,"Harmonix Music Systems, Inc",Action;Indie,7.97,20000-50000,20000,84,0.607,True,False,False,False,True,316180,False
Wave of Darkness,2015-11-05,2015,11,Dreamatrix,Action;Indie;RPG,22.79,0-20000,0,88,0.557,True,True,False,False,True,316370,False
Shadow Puppeteer,2014-09-29,2014,9,Sarepta studio,Adventure;Indie,12.53,50000-100000,50000,128,0.766,True,False,True,False,True,316480,False
QP Shooting - Dangerous!!,2014-11-14,2014,11,Orange_Juice,Action;Indie,6.37,50000-100000,50000,376,0.928,True,True,True,True,True,316600,False
A Good Snowman Is Hard To Build,2015-02-25,2015,2,Alan Hazelden;Benjamin Davis,Indie,7.97,20000-50000,20000,206,0.956,True,False,False,True,True,316610,False
Toast Time,2014-08-27,2014,8,Force Of Habit,Action;Casual;Indie;Strategy,4.55,20000-50000,20000,74,0.797,True,False,False,False,True,316660,False
Biglands: A Game Made By Kids,2014-08-25,2014,8,GammaLateral,Adventure;Indie;RPG,4.55,0-20000,0,60,0.467,True,False,False,False,True,316740,False
Shadowcrypt,2014-09-15,2014,9,One-bit Punch,Action;Indie,4.55,20000-50000,20000,92,0.533,True,False,False,False,True,316810,False
The Sacred Tears TRUE,2014-09-25,2014,9,AlphaNuts,Indie;RPG,7.97,20000-50000,20000,60,0.75,True,False,False,False,True,316840,False
Calvino Noir,2015-08-27,2015,8,Calvino Noir Limited,Adventure;Indie,5.69,20000-50000,20000,331,0.644,True,False,False,False,True,316890,False
Kings of Kung Fu,2015-06-25,2015,6,Jae Lee Productions,Action;Indie,7.97,20000-50000,20000,581,0.64,True,False,False,False,True,316930,False
The Waste Land,2014-09-16,2014,9,Fledermaus,Action;Adventure;Indie,8.2,0-20000,0,90,0.511,True,False,False,False,True,316970,False
Republique,2015-02-25,2015,2,Camouflaj,Action;Adventure;Indie,8.2,20000-50000,20000,375,0.776,True,False,False,False,True,317100,False
Airscape - The Fall of Gravity,2015-08-11,2015,8,Cross-Product,Action;Adventure;Indie,1.81,200000-500000,200000,2431,0.825,True,False,True,True,True,317250,False
Solstice,2016-03-23,2016,3,MoaCube,Adventure;Indie;RPG,17.09,50000-100000,50000,146,0.781,True,False,True,False,True,317280,False
Bionic Heart 2,2014-09-22,2014,9,Winter Wolves,Adventure;Indie,12.53,0-20000,0,36,0.583,True,False,False,False,True,317290,False
Roommates,2014-10-15,2014,10,Winter Wolves,Adventure;Indie;Simulation,21.65,20000-50000,20000,185,0.73,True,False,False,False,True,317300,False
Nelly Cootalot: The Fowl Fleet,2016-03-22,2016,3,Alasdair Beckett-King;Application Systems Heidelberg,Adventure;Indie,15.95,20000-50000,20000,148,0.939,True,False,False,True,True,317320,False
Double Action: Boogaloo,2014-10-23,2014,10,Double Action Factory,Action;Free to Play;Indie,0.0,2000000-5000000,2000000,10038,0.922,True,False,True,True,True,317360,True
The Keep,2017-03-16,2017,3,"CINEMAX, s.r.o.",Indie;RPG,14.81,0-20000,0,62,0.742,True,False,False,False,True,317370,False
War on Folvos,2014-08-08,2014,8,Lonely Troops,Indie;Strategy,3.18,50000-100000,50000,70,0.671,True,False,True,False,True,317380,False
Color Symphony,2014-09-15,2014,9,REMIMORY,Action;Free to Play;Indie,0.0,200000-500000,200000,1297,0.74,True,False,True,False,True,317410,True
Quantum Rush Champions,2014-12-04,2014,12,GameArt Studio GmbH,Action;Casual;Indie;Racing;Simulation;Sports,7.97,20000-50000,20000,155,0.587,True,True,False,False,True,317440,False
Cubic Castles,2014-08-13,2014,8,Cosmic Cow LLC,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer,0.0,500000-1000000,500000,4157,0.717,True,False,True,False,True,317470,True
Beyond Gravity,2014-09-23,2014,9,Qwiboo Ltd,Action;Casual,1.81,20000-50000,20000,888,0.886,True,False,False,True,True,317510,False
Prophour23,2014-10-22,2014,10,The Secret Pie,Action;Indie;Strategy,7.97,20000-50000,20000,65,0.708,True,False,False,False,True,317610,False
Velocibox,2014-09-08,2014,9,Shawn Beck,Action;Indie,5.23,50000-100000,50000,595,0.886,True,False,True,True,True,317710,False
Tiestru,2014-08-20,2014,8,Warlock Arts,Action;Indie;Strategy,7.97,20000-50000,20000,47,0.277,True,False,False,False,True,317720,False
REVERSE SIDE,2015-07-30,2015,7,REEW GAMES,Action;Adventure;Indie;Simulation;Early Access,12.07,0-20000,0,91,0.407,True,False,False,False,True,317730,False
Guild of Dungeoneering,2015-07-14,2015,7,Gambrinous,Indie;RPG,12.53,200000-500000,200000,1676,0.746,True,False,True,False,True,317820,False
Hills Of Glory 3D,2015-05-28,2015,5,AMA;Mando Productions,Casual;Indie;Strategy,4.55,0-20000,0,16,0.5,True,False,False,False,True,317920,False
Karmaflow: The Rock Opera Videogame - Act I & Act II,2015-05-06,2015,5,Basecamp Games,Adventure;Indie,4.55,0-20000,0,182,0.72,True,False,False,False,True,317940,False
KEL Reaper of Entropy,2014-11-18,2014,11,Tavern Games,Adventure;Indie,1.81,0-20000,0,44,0.523,True,True,False,False,True,317950,False
DICETINY: The Lord of the Dice,2016-07-21,2016,7,Fakedice,Casual;Indie;Strategy,4.55,0-20000,0,215,0.688,True,False,False,False,True,318090,False
AXYOS,2018-08-01,2018,8,Axyos Games,Action;Indie;Massively Multiplayer,4.55,200000-500000,200000,2078,0.515,True,False,True,False,False,318100,False
Doom & Destiny,2015-03-18,2015,3,Heartbit Interactive,Indie;RPG,7.97,50000-100000,50000,1634,0.967,True,False,True,True,True,318130,False
Convoy,2015-04-21,2015,4,Convoy Games,Action;Adventure;Indie;RPG;Strategy,11.39,100000-200000,100000,1025,0.793,True,False,True,False,True,318230,False
Supreme: Pizza Empire,2015-01-09,2015,1,Nexeon Studios,Casual;Indie;Simulation,7.97,0-20000,0,103,0.68,True,False,False,False,True,318260,False
Choice of the Deathless,2014-08-29,2014,8,Choice of Games,Indie;RPG,4.55,20000-50000,20000,314,0.93,True,False,False,True,True,318310,False
Mecha Ace,2014-12-05,2014,12,Choice of Games,Indie;RPG,5.46,0-20000,0,117,0.88,True,True,False,True,True,318330,False
Squishy the Suicidal Pig,2014-10-23,2014,10,Tomi Maarela;Elias Viglione,Adventure;Indie,5.46,200000-500000,200000,3567,0.84,True,False,True,True,True,318430,False
Cubesis,2014-08-22,2014,8,Wonderful Tree Studio,Casual;Indie;Strategy,4.55,0-20000,0,43,0.535,True,False,False,False,True,318440,False
Burnstar,2015-03-18,2015,3,Nerve Software LLC,Action;Adventure;Indie;Strategy,4.55,0-20000,0,44,0.932,True,False,False,False,True,318480,False
Wings of Vi,2014-11-28,2014,11,Grynsoft,Action;Adventure;Indie,12.53,50000-100000,50000,982,0.841,True,True,True,True,True,318530,False
Unlimited Escape 2,2015-04-22,2015,4,Carlo D'Apostoli Projects,Action;Casual;Indie,4.55,0-20000,0,6,0.167,True,False,False,False,True,318560,False
Hunters Of The Dead,2014-09-04,2014,9,Traptics,Indie;Strategy,4.55,0-20000,0,134,0.642,True,False,False,False,True,318570,False
The Flame in the Flood,2016-02-24,2016,2,The Molasses Flood,Action;Adventure;Indie,17.09,500000-1000000,500000,4751,0.76,True,False,True,False,True,318600,False
SunAge: Battle for Elysium,2014-12-15,2014,12,vertex4 entertainment ltd.,Indie;Strategy,12.53,0-20000,0,108,0.63,True,True,False,False,True,318650,False
History in Letters - The Eternal Alchemist,2015-12-08,2015,12,Z-Software,Adventure;Indie,6.6,0-20000,0,6,0.667,True,True,False,False,True,318680,False
Cargo 3,2014-12-08,2014,12,Vinci Games,Action;Indie,4.55,0-20000,0,193,0.42,True,True,False,False,True,318690,False
Malebolgia,2015-05-06,2015,5,Jochen Mistiaen,Action;Adventure;Indie,10.25,20000-50000,20000,110,0.636,True,False,False,False,True,318860,False
StarCrawlers,2017-05-23,2017,5,Juggernaut Games,Adventure;Indie;RPG,17.09,20000-50000,20000,493,0.854,True,False,False,True,True,318970,False
Chaos Reborn,2015-10-26,2015,10,Snapshot Games Inc.,Indie;RPG;Strategy,7.97,50000-100000,50000,963,0.774,True,False,True,False,True,319050,False
Xeodrifter™,2014-12-11,2014,12,Renegade Kid,Action;Indie,7.97,50000-100000,50000,564,0.734,True,True,True,False,True,319140,False
Space Salvager,2014-11-25,2014,11,Sam Albon,Adventure;Indie;RPG,5.69,0-20000,0,23,0.391,True,True,False,False,True,319210,False
Gold Rush! Anniversary,2014-11-07,2014,11,Sunlight Games,Adventure;Indie;Strategy,5.46,100000-200000,100000,166,0.59,True,True,True,False,True,319230,False
Magicmaker,2014-09-22,2014,9,Tasty Stewdios LLC,Action;Adventure;Indie;RPG,7.97,50000-100000,50000,452,0.907,True,False,True,True,True,319250,False
Great Permutator,2014-09-15,2014,9,Ripatti Software,Casual;Indie;Strategy,5.69,20000-50000,20000,114,0.877,True,False,False,True,True,319270,False
Yatagarasu Attack on Cataclysm,2015-07-07,2015,7,Yatagarasu Dev Team,Action;Indie,12.53,0-20000,0,243,0.716,True,False,False,False,True,319280,False
CHAOS - In the Darkness,2015-10-07,2015,10,4Realms,Action;Adventure;Indie;RPG,6.37,0-20000,0,30,0.367,True,False,False,False,True,319430,False
Chariot,2014-11-12,2014,11,Frima Studio,Adventure;Indie,12.53,50000-100000,50000,216,0.796,True,True,True,False,True,319450,False
Ninja Pizza Girl,2015-09-30,2015,9,Disparity Games,Action;Indie,5.69,100000-200000,100000,262,0.809,True,False,True,True,True,319470,False
Odallus: The Dark Call,2015-07-15,2015,7,JoyMasher,Action;Indie,7.97,100000-200000,100000,881,0.899,True,False,True,True,True,319480,False
Five Nights at Freddy's,2014-08-19,2014,8,Scott Cawthon,Indie;Simulation,4.55,500000-1000000,500000,17963,0.879,True,False,True,True,True,319510,False
Reprisal Universe,2014-09-15,2014,9,electrolyte,Indie;Strategy,5.69,20000-50000,20000,361,0.792,True,False,False,False,True,319560,False
Heroes of SoulCraft - Arcade MOBA,2015-07-20,2015,7,MobileBits,Action;Casual;Free to Play;Indie;RPG;Strategy,0.0,200000-500000,200000,484,0.395,True,False,True,False,True,319570,True
There Came an Echo,2015-02-24,2015,2,Iridium Studios,Indie;Strategy,12.53,20000-50000,20000,335,0.74,True,False,False,False,True,319740,False
Oh My Gore!,2016-10-20,2016,10,bumblebee.,Indie;Strategy,1.93,0-20000,0,173,0.884,True,False,False,True,True,319760,False
AX:EL - Air XenoDawn,2015-12-04,2015,12,Alex Piola,Action;Indie;Simulation,0.0,500000-1000000,500000,964,0.769,True,True,True,False,True,319830,True
Bridge Constructor Medieval,2014-09-15,2014,9,ClockStone,Casual;Indie;Simulation,7.97,50000-100000,50000,353,0.827,True,False,True,True,True,319850,False
Trine 3: The Artifacts of Power,2015-08-20,2015,8,Frozenbyte,Action;Adventure;Indie,18.23,500000-1000000,500000,5438,0.666,True,False,True,False,True,319910,False
The Detail,2014-10-28,2014,10,Rival Games Ltd,Adventure;Indie,2.38,100000-200000,100000,546,0.738,True,False,True,False,True,319970,False
Moon Hunters,2016-03-10,2016,3,Kitfox Games,Adventure;Indie;RPG,12.98,100000-200000,100000,1898,0.768,True,False,True,False,True,320040,False
This Starry Midnight We Make,2015-06-01,2015,6,CAVYHOUSE,Indie;Simulation,7.4,0-20000,0,44,0.909,True,False,False,False,True,320090,False
Meadowland,2014-10-22,2014,10,Mårten Jonsson,Indie;Simulation,3.18,0-20000,0,46,0.543,True,False,False,False,True,320120,False
Absolute Drift,2015-07-29,2015,7,Funselektor Labs Inc.;FlippFly,Action;Indie;Racing;Simulation;Sports,10.25,100000-200000,100000,1898,0.881,True,False,True,True,True,320140,False
Deadlings: Rotten Edition,2014-11-11,2014,11,ONE MORE LEVEL,Action;Adventure;Indie,3.18,50000-100000,50000,272,0.827,True,True,True,True,True,320150,False
We Happy Few,2018-08-10,2018,8,Compulsion Games,Action;Adventure;Indie,51.29,100000-200000,100000,4463,0.701,True,False,True,False,False,320240,False
Earthworms,2018-02-23,2018,2,All Those Moments,Adventure;Casual;Indie,5.46,0-20000,0,43,0.93,True,False,False,False,False,320330,False
Cosmonautica,2015-07-31,2015,7,Chasing Carrots,Adventure;Indie;Simulation;Strategy,7.97,100000-200000,100000,1001,0.502,True,False,True,False,True,320340,False
Oscura: Lost Light,2015-02-24,2015,2,Chocolate Liberation Front,Adventure;Indie,5.92,20000-50000,20000,111,0.694,True,False,False,False,True,320520,False
Coffin Dodgers,2015-07-08,2015,7,Milky Tea Studios,Action;Casual;Indie;Racing,10.25,50000-100000,50000,586,0.696,True,False,True,False,True,320540,False
The Treasures of Montezuma 3,2014-10-16,2014,10,Alawar Entertainment,Adventure;Casual;Indie,3.18,0-20000,0,202,0.673,True,False,False,False,True,320690,False
Fabula Mortis,2014-10-27,2014,10,Deadghost Interactive,Action;Indie,6.6,20000-50000,20000,71,0.451,True,False,False,False,True,320790,False
Toren,2015-05-11,2015,5,Swordtales,Adventure;Indie,7.97,50000-100000,50000,1077,0.656,True,False,True,False,True,320820,False
One Day For Ched,2014-09-12,2014,9,BS1 & BSL Team,Indie,3.18,50000-100000,50000,259,0.456,True,False,True,False,True,321030,False
Gender Bender DNA Twister Extreme,2015-11-23,2015,11,Transcendent Games,Indie;Simulation,21.65,0-20000,0,187,0.727,True,True,False,False,True,321060,False
Melissa K. and the Heart of Gold Collector's Edition,2014-09-19,2014,9,SDP Games,Adventure;Casual;Indie,9.11,200000-500000,200000,694,0.719,True,False,True,False,True,321150,False
Timber Tennis: Versus,2018-11-08,2018,11,Digital Melody,Casual;Indie;Sports,1.93,0-20000,0,29,0.586,True,True,False,False,False,321160,False
Wickland,2015-02-06,2015,2,Mad Ram Software,Action;Indie,0.9,50000-100000,50000,816,0.542,True,False,True,False,True,321260,False
ENYO Arcade,2015-11-09,2015,11,James Mearman,Action;Casual;Free to Play;Indie,0.0,0-20000,0,63,0.73,True,True,False,False,True,321330,True
Fairspace,2015-10-21,2015,10,Sub Orbital Software,Action;Indie;Simulation;Strategy,7.06,0-20000,0,25,0.64,True,False,False,False,True,321350,False
Primal Carnage: Extinction,2015-04-03,2015,4,Circle Five Studios;Pub Games,Action;Indie,11.39,200000-500000,200000,4021,0.721,True,False,True,False,True,321360,False
Sign Motion,2014-10-24,2014,10,Midnart,Adventure;Indie,7.97,0-20000,0,82,0.634,True,False,False,False,True,321370,False
Zone 22,2015-07-31,2015,7,Nordic Legacy,Action;Adventure;Casual;Indie;RPG;Simulation;Early Access,6.37,0-20000,0,14,0.143,True,False,False,False,True,321390,False
Supraball,2019-02-08,2019,2,Supra Games,Action;Casual;Free to Play;Indie;Sports,0.0,200000-500000,200000,2240,0.763,True,False,True,False,False,321400,True
The Sun and Moon,2014-11-14,2014,11,Daniel Linssen,Action;Indie,5.69,20000-50000,20000,141,0.865,True,True,False,True,True,321560,False
Cavern Kings,2014-09-30,2014,9,Vine,Action;Casual;Indie;Early Access,7.97,0-20000,0,204,0.745,True,False,False,False,True,321830,False
Rising Angels: Reborn,2014-09-12,2014,9,IDHAS Studios,Adventure;Casual;Free to Play;Indie;Simulation,0.0,100000-200000,100000,590,0.803,True,False,True,True,True,321840,True
Silence of the Sleep,2014-10-01,2014,10,Jesse Makkonen,Adventure;Indie,4.55,100000-200000,100000,519,0.748,True,False,True,False,True,321870,False
Aveyond 3-3: The Lost Orb,2015-01-16,2015,1,"Amaranth Games, LLC",Casual;Indie;RPG,7.97,0-20000,0,15,0.8,True,False,False,False,True,321880,False
Aveyond 3-4: The Darkthrop Prophecy,2015-02-13,2015,2,"Amaranth Games, LLC",Adventure;Casual;Indie;RPG,7.97,0-20000,0,18,0.889,True,False,False,False,True,321890,False
Schein,2014-10-09,2014,10,Zeppelin Studio,Action;Adventure;Indie,6.26,100000-200000,100000,259,0.764,True,False,True,False,True,321920,False
Moorhuhn: Tiger and Chicken,2014-09-24,2014,9,Deck 13,Action;Indie;RPG,4.55,0-20000,0,31,0.71,True,False,False,False,True,321940,False
Yury,2014-12-09,2014,12,Cubic Pie,Action;Adventure;Indie,1.81,100000-200000,100000,478,0.494,True,True,True,False,True,321950,False
Unlimited Escape,2015-02-05,2015,2,Carlo D'Apostoli Projects,Indie,4.55,0-20000,0,3,0.333,True,False,False,False,True,322030,False
Disorder,2015-01-12,2015,1,Swagabyte Games,Action;Indie,3.18,0-20000,0,82,0.756,True,False,False,False,True,322080,False
20XX,2017-08-16,2017,8,Batterystaple Games;Fire Hose Games,Action;Indie,12.53,200000-500000,200000,2796,0.927,True,False,True,True,True,322110,False
Geometry Dash,2014-12-22,2014,12,RobTop Games,Action;Indie,3.18,1000000-2000000,1000000,55727,0.946,True,True,True,True,True,322170,False
SteamWorld Heist,2016-06-07,2016,6,Image & Form Games,Action;Adventure;Indie;RPG;Strategy,12.53,200000-500000,200000,2781,0.956,True,False,True,True,True,322190,False
"Guns, Gore & Cannoli",2015-04-30,2015,4,Crazy Monkey Studios;Claeysbrothers,Action;Indie,7.97,100000-200000,100000,1775,0.93,True,False,True,True,True,322210,False
The Repopulation,2014-12-22,2014,12,IF Studios,Indie;Massively Multiplayer;RPG;Early Access,17.09,50000-100000,50000,1063,0.595,True,True,True,False,True,322300,False
Don't Starve Together,2016-04-21,2016,4,Klei Entertainment,Adventure;Indie;Simulation,12.53,5000000-10000000,5000000,112807,0.963,True,False,True,True,True,322330,False
Bubonic: Outbreak,2016-02-12,2016,2,MouldyMattress,Action;Adventure;Casual;Indie;Simulation;Strategy,4.55,0-20000,0,6,0.167,True,False,False,False,True,322430,False
Red Goddess: Inner World,2015-08-31,2015,8,Yanim Studio,Action;Adventure;Indie,7.97,0-20000,0,64,0.5,True,False,False,False,True,322440,False
FRAMED Collection,2018-05-17,2018,5,Loveshack Entertainment,Adventure;Casual;Indie,8.2,0-20000,0,173,0.948,True,False,False,True,False,322450,False
SUPERHOT,2016-02-25,2016,2,SUPERHOT Team,Action;Indie,20.51,1000000-2000000,1000000,17049,0.871,True,False,True,True,True,322500,False
